IP地址,端口,回源端口,TLS,数据中心,地区,国家,城市,TCP延迟(ms),速度(MB/s)
54.244.57.46,443,443,true,SEA,North America,US,Seattle,236,8.94
54.67.51.212,80,443,true,SJC,North America,US,San Jose,365,8.94
34.209.69.108,443,443,true,PDX,North America,US,Portland,252,8.94
35.161.229.227,443,443,true,PDX,North America,US,Portland,349,8.94
54.186.168.214,443,443,true,SEA,North America,US,Seattle,280,8.94
3.15.3.38,443,443,true,YYZ,North America,CA,Toronto,327,8.94
35.162.241.139,443,443,true,PDX,North America,US,Portland,224,8.93
54.213.215.13,8443,443,true,PDX,North America,US,Portland,405,8.93
54.71.22.209,443,443,true,SEA,North America,US,Seattle,218,8.93
3.137.221.83,443,443,true,YYZ,North America,CA,Toronto,319,8.93
3.123.242.99,443,443,true,FRA,Europe,DE,Frankfurt,208,8.93
34.222.135.251,443,443,true,PDX,North America,US,Portland,289,8.93
35.95.11.247,443,443,true,PDX,North America,US,Portland,338,8.93
34.219.68.215,443,443,true,PDX,North America,US,Portland,234,8.92
34.213.13.131,443,443,true,PDX,North America,US,Portland,252,8.92
35.95.2.151,443,443,true,SEA,North America,US,Seattle,390,8.92
54.214.105.136,443,443,true,SEA,North America,US,Seattle,220,8.92
18.175.233.6,443,443,true,LHR,Europe,GB,London,281,8.92
35.85.216.201,443,443,true,PDX,North America,US,Portland,236,8.92
54.218.228.34,443,443,true,SEA,North America,US,Seattle,230,8.92
54.70.201.49,443,443,true,SEA,North America,US,Seattle,292,8.91
44.243.42.227,443,443,true,PDX,North America,US,Portland,392,8.91
34.219.122.175,443,443,true,PDX,North America,US,Portland,306,8.91
54.191.168.223,443,443,true,SEA,North America,US,Seattle,387,8.91
54.244.203.133,443,443,true,SEA,North America,US,Seattle,360,8.91
34.222.144.196,443,443,true,PDX,North America,US,Portland,330,8.91
35.94.37.36,443,443,true,PDX,North America,US,Portland,351,8.90
54.149.52.69,443,443,true,SEA,North America,US,Seattle,231,8.90
52.32.43.186,443,443,true,SEA,North America,US,Seattle,317,8.90
44.243.39.249,443,443,true,PDX,North America,US,Portland,228,8.90
44.244.34.70,443,443,true,PDX,North America,US,Portland,302,8.90
52.41.189.178,443,443,true,SEA,North America,US,Seattle,221,8.90
34.217.67.240,443,443,true,PDX,North America,US,Portland,351,8.90
35.91.244.43,443,443,true,PDX,North America,US,Portland,288,8.90
54.202.0.116,443,443,true,SEA,North America,US,Seattle,343,8.89
35.179.144.245,443,443,true,LHR,Europe,GB,London,267,8.89
54.213.239.129,443,443,true,SEA,North America,US,Seattle,281,8.89
44.243.23.52,443,443,true,PDX,North America,US,Portland,318,8.89
18.236.143.22,443,443,true,PDX,North America,US,Portland,265,8.89
52.38.154.206,443,443,true,SEA,North America,US,Seattle,359,8.88
52.88.147.111,443,443,true,SEA,North America,US,Seattle,267,8.88
34.220.168.175,443,443,true,PDX,North America,US,Portland,262,8.88
35.94.177.141,443,443,true,PDX,North America,US,Portland,285,8.88
35.87.101.26,443,443,true,PDX,North America,US,Portland,216,8.88
52.89.56.33,443,443,true,SEA,North America,US,Seattle,313,8.88
204.110.220.29,80,443,true,SJC,North America,US,San Jose,200,8.88
34.217.77.213,443,443,true,PDX,North America,US,Portland,360,8.88
34.208.183.3,443,443,true,PDX,North America,US,Portland,368,8.88
35.89.77.41,443,443,true,PDX,North America,US,Portland,266,8.87
34.211.78.174,443,443,true,PDX,North America,US,Portland,259,8.87
52.42.139.176,443,443,true,SEA,North America,US,Seattle,253,8.86
3.18.162.191,2096,443,true,ORD,North America,US,Chicago,314,8.86
54.218.77.160,443,443,true,SEA,North America,US,Seattle,219,8.86
54.200.144.234,443,443,true,SEA,North America,US,Seattle,296,8.85
35.95.24.71,443,443,true,PDX,North America,US,Portland,246,8.85
35.85.36.239,443,443,true,PDX,North America,US,Portland,366,8.85
35.94.14.186,443,443,true,PDX,North America,US,Portland,220,8.85
34.219.68.215,443,443,true,PDX,North America,US,Portland,315,8.84
54.186.155.95,443,443,true,SEA,North America,US,Seattle,355,8.84
52.33.27.192,443,443,true,SEA,North America,US,Seattle,331,8.84
34.216.71.8,443,443,true,PDX,North America,US,Portland,280,8.84
44.244.21.52,443,443,true,SEA,North America,US,Seattle,360,8.83
44.243.99.210,443,443,true,SEA,North America,US,Seattle,300,8.83
52.27.188.150,443,443,true,SEA,North America,US,Seattle,241,8.83
18.237.117.75,443,443,true,PDX,North America,US,Portland,249,8.82
18.236.89.3,443,443,true,PDX,North America,US,Portland,317,8.82
18.236.84.44,443,443,true,PDX,North America,US,Portland,258,8.82
35.167.75.173,443,443,true,PDX,North America,US,Portland,337,8.82
3.135.194.214,443,443,true,YYZ,North America,CA,Toronto,350,8.81
52.88.111.55,443,443,true,SEA,North America,US,Seattle,340,8.81
3.79.92.152,2053,443,true,FRA,Europe,DE,Frankfurt,312,8.81
54.203.45.68,443,443,true,SEA,North America,US,Seattle,349,8.81
54.191.45.99,443,443,true,SEA,North America,US,Seattle,302,8.81
44.243.217.81,443,443,true,SEA,North America,US,Seattle,301,8.81
54.185.46.62,443,443,true,SEA,North America,US,Seattle,410,8.81
3.145.68.32,443,443,true,YYZ,North America,CA,Toronto,276,8.81
35.95.39.213,443,443,true,PDX,North America,US,Portland,376,8.81
34.214.172.22,443,443,true,PDX,North America,US,Portland,326,8.81
54.202.153.192,443,443,true,SEA,North America,US,Seattle,404,8.81
44.243.94.208,443,443,true,PDX,North America,US,Portland,267,8.81
35.165.7.211,443,443,true,PDX,North America,US,Portland,376,8.81
35.165.20.3,443,443,true,PDX,North America,US,Portland,289,8.81
54.202.53.141,443,443,true,SEA,North America,US,Seattle,270,8.80
34.219.17.213,443,443,true,PDX,North America,US,Portland,680,8.80
54.203.45.68,443,443,true,SEA,North America,US,Seattle,303,8.80
35.87.122.178,443,443,true,PDX,North America,US,Portland,224,8.80
34.213.78.124,443,443,true,PDX,North America,US,Portland,217,8.80
34.222.153.142,443,443,true,PDX,North America,US,Portland,283,8.80
35.90.21.251,443,443,true,PDX,North America,US,Portland,252,8.79
44.243.46.251,443,443,true,SEA,North America,US,Seattle,331,8.79
44.242.209.26,443,443,true,PDX,North America,US,Portland,244,8.78
54.213.166.87,443,443,true,SEA,North America,US,Seattle,314,8.78
35.90.11.229,443,443,true,PDX,North America,US,Portland,218,8.77
34.212.74.180,443,443,true,PDX,North America,US,Portland,335,8.77
34.219.36.23,443,443,true,PDX,North America,US,Portland,234,8.77
54.71.22.209,443,443,true,SEA,North America,US,Seattle,353,8.77
34.222.150.68,443,443,true,PDX,North America,US,Portland,304,8.77
34.216.69.78,443,443,true,PDX,North America,US,Portland,351,8.77
34.212.211.102,443,443,true,PDX,North America,US,Portland,368,8.77
35.165.194.196,443,443,true,PDX,North America,US,Portland,335,8.76
3.101.102.25,80,443,true,SJC,North America,US,San Jose,255,8.76
3.144.182.91,443,443,true,YYZ,North America,CA,Toronto,234,8.76
18.118.8.50,443,443,true,YYZ,North America,CA,Toronto,256,8.75
35.166.170.208,443,443,true,PDX,North America,US,Portland,255,8.75
35.94.13.42,443,443,true,PDX,North America,US,Portland,218,8.75
34.219.126.106,443,443,true,PDX,North America,US,Portland,453,8.75
34.222.55.56,443,443,true,PDX,North America,US,Portland,300,8.75
44.243.107.155,443,443,true,SEA,North America,US,Seattle,325,8.74
34.222.149.158,443,443,true,PDX,North America,US,Portland,285,8.74
35.92.116.193,443,443,true,PDX,North America,US,Portland,317,8.74
3.133.156.22,443,443,true,YYZ,North America,CA,Toronto,371,8.73
3.68.197.87,8080,443,true,FRA,Europe,DE,Frankfurt,267,8.73
3.123.255.167,443,443,true,FRA,Europe,DE,Frankfurt,186,8.73
18.117.125.203,443,443,true,YYZ,North America,CA,Toronto,251,8.72
34.220.229.106,443,443,true,PDX,North America,US,Portland,237,8.72
34.208.183.3,443,443,true,PDX,North America,US,Portland,338,8.72
34.219.166.126,443,443,true,PDX,North America,US,Portland,400,8.72
54.191.108.159,443,443,true,SEA,North America,US,Seattle,362,8.71
44.243.19.52,443,443,true,PDX,North America,US,Portland,234,8.71
34.218.244.124,443,443,true,PDX,North America,US,Portland,417,8.71
54.245.155.49,443,443,true,SEA,North America,US,Seattle,301,8.71
52.40.145.162,443,443,true,SEA,North America,US,Seattle,347,8.70
34.218.254.159,443,443,true,PDX,North America,US,Portland,218,8.70
54.246.42.63,8443,443,true,DUB,Europe,IE,Dublin,263,8.70
35.179.17.141,443,443,true,LHR,Europe,GB,London,351,8.70
18.222.118.242,8443,443,true,ORD,North America,US,Chicago,329,8.70
54.188.5.211,443,443,true,SEA,North America,US,Seattle,278,8.70
18.222.222.231,443,443,true,YYZ,North America,CA,Toronto,242,8.70
54.202.149.59,443,443,true,SEA,North America,US,Seattle,274,8.70
35.95.10.241,443,443,true,PDX,North America,US,Portland,343,8.70
3.80.4.188,443,443,true,IAD,North America,US,Ashburn,251,8.70
34.216.228.4,443,443,true,PDX,North America,US,Portland,331,8.70
35.95.19.63,443,443,true,PDX,North America,US,Portland,346,8.70
18.140.243.41,443,443,true,SIN,Asia Pacific,SG,Singapore,260,8.69
35.179.110.6,443,443,true,LHR,Europe,GB,London,218,8.68
34.214.104.193,8443,443,true,PDX,North America,US,Portland,244,8.68
52.43.224.109,443,443,true,SEA,North America,US,Seattle,289,8.68
34.219.58.250,443,443,true,PDX,North America,US,Portland,247,8.68
34.214.172.22,443,443,true,PDX,North America,US,Portland,253,8.68
34.220.168.80,443,443,true,PDX,North America,US,Portland,355,8.67
3.143.217.76,443,443,true,YYZ,North America,CA,Toronto,509,8.66
35.86.90.184,8080,443,true,PDX,North America,US,Portland,310,8.66
44.244.22.85,443,443,true,PDX,North America,US,Portland,237,8.66
34.220.195.65,443,443,true,PDX,North America,US,Portland,293,8.66
34.222.14.213,443,443,true,PDX,North America,US,Portland,393,8.65
35.88.153.238,443,443,true,PDX,North America,US,Portland,327,8.65
35.91.234.172,443,443,true,PDX,North America,US,Portland,242,8.65
52.88.193.184,443,443,true,SEA,North America,US,Seattle,261,8.65
67.226.221.127,80,443,true,SJC,North America,US,San Jose,401,8.65
34.220.173.77,443,443,true,PDX,North America,US,Portland,314,8.65
18.236.151.7,443,443,true,PDX,North America,US,Portland,320,8.64
54.218.61.121,443,443,true,SEA,North America,US,Seattle,230,8.64
35.87.202.138,8443,443,true,PDX,North America,US,Portland,228,8.64
52.12.71.23,443,443,true,SEA,North America,US,Seattle,210,8.64
52.38.159.144,443,443,true,SEA,North America,US,Seattle,388,8.64
34.209.69.141,443,443,true,PDX,North America,US,Portland,245,8.63
54.188.5.211,443,443,true,SEA,North America,US,Seattle,297,8.63
34.217.103.220,443,443,true,PDX,North America,US,Portland,405,8.63
67.226.221.44,80,443,true,SJC,North America,US,San Jose,341,8.63
50.18.133.190,80,443,true,SJC,North America,US,San Jose,247,8.63
3.17.135.191,443,443,true,YYZ,North America,CA,Toronto,264,8.62
54.213.109.217,443,443,true,SEA,North America,US,Seattle,337,8.62
35.91.215.159,443,443,true,PDX,North America,US,Portland,330,8.62
34.217.77.213,443,443,true,PDX,North America,US,Portland,320,8.62
18.221.53.88,443,443,true,YYZ,North America,CA,Toronto,322,8.61
52.89.242.241,443,443,true,SEA,North America,US,Seattle,369,8.61
54.190.252.129,443,443,true,SEA,North America,US,Seattle,292,8.61
35.93.31.9,443,443,true,PDX,North America,US,Portland,332,8.61
67.226.223.238,80,443,true,LHR,Europe,GB,London,405,8.61
34.212.25.147,443,443,true,PDX,North America,US,Portland,253,8.60
54.177.228.110,443,443,true,SJC,North America,US,San Jose,245,8.60
18.237.76.199,443,443,true,PDX,North America,US,Portland,216,8.60
34.219.5.203,443,443,true,PDX,North America,US,Portland,257,8.60
54.245.158.32,443,443,true,SEA,North America,US,Seattle,267,8.60
35.91.228.59,443,443,true,PDX,North America,US,Portland,246,8.59
3.145.49.119,8443,443,true,ORD,North America,US,Chicago,252,8.59
34.220.227.108,443,443,true,PDX,North America,US,Portland,223,8.59
34.219.29.205,443,443,true,PDX,North America,US,Portland,294,8.59
54.200.244.93,443,443,true,PDX,North America,US,Portland,257,8.59
3.15.158.117,443,443,true,YYZ,North America,CA,Toronto,327,8.59
3.15.236.188,443,443,true,YYZ,North America,CA,Toronto,363,8.59
34.222.32.52,443,443,true,PDX,North America,US,Portland,327,8.59
54.187.212.113,2053,443,true,PDX,North America,US,Portland,307,8.58
54.213.228.70,443,443,true,SEA,North America,US,Seattle,310,8.58
3.133.148.200,443,443,true,YYZ,North America,CA,Toronto,229,8.58
44.242.225.200,443,443,true,PDX,North America,US,Portland,234,8.58
18.133.185.244,443,443,true,LHR,Europe,GB,London,203,8.57
52.32.174.185,443,443,true,SEA,North America,US,Seattle,247,8.57
54.189.166.74,443,443,true,SEA,North America,US,Seattle,380,8.57
35.85.144.251,443,443,true,PDX,North America,US,Portland,316,8.57
18.224.38.201,443,443,true,YYZ,North America,CA,Toronto,330,8.57
67.226.221.164,443,443,true,SJC,North America,US,San Jose,419,8.57
52.43.224.109,443,443,true,SEA,North America,US,Seattle,278,8.57
52.40.221.63,443,443,true,SEA,North America,US,Seattle,405,8.56
34.217.68.154,443,443,true,PDX,North America,US,Portland,292,8.56
54.179.58.150,443,443,true,SIN,Asia Pacific,SG,Singapore,296,8.56
34.215.169.157,443,443,true,PDX,North America,US,Portland,266,8.56
52.27.119.140,443,443,true,SEA,North America,US,Seattle,231,8.56
67.226.221.29,443,443,true,SJC,North America,US,San Jose,331,8.55
67.226.221.174,80,443,true,SJC,North America,US,San Jose,442,8.55
204.110.220.214,80,443,true,SJC,North America,US,San Jose,207,8.55
204.110.220.162,80,443,true,SJC,North America,US,San Jose,198,8.55
54.219.128.169,80,443,true,SJC,North America,US,San Jose,269,8.55
54.193.104.34,80,443,true,SJC,North America,US,San Jose,367,8.55
67.226.221.48,80,443,true,SJC,North America,US,San Jose,446,8.55
67.226.221.245,80,443,true,SJC,North America,US,San Jose,518,8.55
54.201.115.121,443,443,true,SEA,North America,US,Seattle,264,8.55
54.193.104.34,80,443,true,SJC,North America,US,San Jose,273,8.55
34.217.206.155,443,443,true,PDX,North America,US,Portland,279,8.54
98.82.132.203,443,443,true,IAD,North America,US,Ashburn,316,8.54
54.200.144.234,443,443,true,SEA,North America,US,Seattle,221,8.54
67.226.221.233,80,443,true,SJC,North America,US,San Jose,482,8.54
50.18.133.190,80,443,true,SJC,North America,US,San Jose,259,8.54
67.226.221.251,80,443,true,SJC,North America,US,San Jose,479,8.54
18.237.72.106,443,443,true,PDX,North America,US,Portland,235,8.54
35.180.228.38,443,443,true,CDG,Europe,FR,Paris,251,8.53
204.110.220.120,80,443,true,SJC,North America,US,San Jose,197,8.53
44.243.224.205,443,443,true,PDX,North America,US,Portland,332,8.53
3.101.133.120,80,443,true,SJC,North America,US,San Jose,267,8.53
204.110.220.161,80,443,true,SJC,North America,US,San Jose,219,8.53
204.110.220.128,80,443,true,SJC,North America,US,San Jose,214,8.53
34.222.0.44,443,443,true,PDX,North America,US,Portland,409,8.52
54.213.214.160,443,443,true,SEA,North America,US,Seattle,300,8.52
44.244.31.102,443,443,true,PDX,North America,US,Portland,349,8.52
54.186.98.107,443,443,true,SEA,North America,US,Seattle,324,8.52
67.226.221.179,80,443,true,SJC,North America,US,San Jose,432,8.52
18.218.204.6,443,443,true,YYZ,North America,CA,Toronto,247,8.52
204.110.220.245,80,443,true,SJC,North America,US,San Jose,219,8.51
18.237.87.18,443,443,true,PDX,North America,US,Portland,274,8.51
67.226.221.39,80,443,true,SJC,North America,US,San Jose,484,8.51
52.27.188.150,443,443,true,SEA,North America,US,Seattle,289,8.51
18.134.8.47,443,443,true,LHR,Europe,GB,London,257,8.50
54.184.126.74,443,443,true,SEA,North America,US,Seattle,230,8.50
67.226.221.86,80,443,true,SJC,North America,US,San Jose,372,8.50
34.222.49.244,443,443,true,PDX,North America,US,Portland,364,8.50
44.244.35.71,443,443,true,PDX,North America,US,Portland,378,8.50
44.244.31.102,443,443,true,PDX,North America,US,Portland,325,8.50
67.226.221.85,80,443,true,SJC,North America,US,San Jose,249,8.49
54.219.128.169,80,443,true,SJC,North America,US,San Jose,240,8.49
67.226.221.255,80,443,true,SJC,North America,US,San Jose,429,8.49
35.86.79.227,443,443,true,PDX,North America,US,Portland,317,8.49
34.221.180.51,443,443,true,PDX,North America,US,Portland,265,8.49
67.226.221.138,80,443,true,SJC,North America,US,San Jose,407,8.49
52.88.34.18,443,443,true,SEA,North America,US,Seattle,264,8.49
3.15.234.192,443,443,true,YYZ,North America,CA,Toronto,261,8.49
67.226.221.118,80,443,true,SJC,North America,US,San Jose,416,8.49
44.243.19.158,443,443,true,PDX,North America,US,Portland,313,8.49
54.191.177.42,443,443,true,SEA,North America,US,Seattle,259,8.49
204.110.220.33,80,443,true,SJC,North America,US,San Jose,191,8.49
3.15.3.38,443,443,true,YYZ,North America,CA,Toronto,350,8.49
3.18.196.26,443,443,true,CMH,North America,US,Columbus,313,8.48
54.245.45.219,443,443,true,SEA,North America,US,Seattle,321,8.48
35.93.20.121,443,443,true,PDX,North America,US,Portland,352,8.48
3.21.205.20,443,443,true,YYZ,North America,CA,Toronto,305,8.48
67.226.221.141,80,443,true,SJC,North America,US,San Jose,496,8.48
54.191.198.182,443,443,true,SEA,North America,US,Seattle,314,8.48
35.92.142.32,443,443,true,PDX,North America,US,Portland,276,8.48
67.226.221.38,80,443,true,SJC,North America,US,San Jose,265,8.48
3.101.102.25,80,443,true,SJC,North America,US,San Jose,435,8.48
34.216.247.23,443,443,true,PDX,North America,US,Portland,303,8.47
35.92.168.205,443,443,true,PDX,North America,US,Portland,234,8.47
204.110.220.230,80,443,true,SJC,North America,US,San Jose,203,8.47
67.226.221.15,80,443,true,SJC,North America,US,San Jose,424,8.47
67.226.221.70,80,443,true,SJC,North America,US,San Jose,344,8.47
67.226.221.80,80,443,true,SJC,North America,US,San Jose,278,8.47
35.91.192.119,443,443,true,PDX,North America,US,Portland,216,8.47
35.167.165.36,443,443,true,PDX,North America,US,Portland,341,8.46
34.217.32.16,443,443,true,PDX,North America,US,Portland,422,8.46
34.222.135.204,443,443,true,PDX,North America,US,Portland,283,8.46
44.224.24.91,443,443,true,PDX,North America,US,Portland,216,8.45
35.179.169.236,443,443,true,LHR,Europe,GB,London,421,8.45
3.15.234.192,443,443,true,YYZ,North America,CA,Toronto,291,8.45
67.226.221.148,80,443,true,SJC,North America,US,San Jose,423,8.45
18.236.184.210,443,443,true,PDX,North America,US,Portland,371,8.45
35.87.202.29,8443,443,true,PDX,North America,US,Portland,294,8.45
34.217.104.157,443,443,true,PDX,North America,US,Portland,289,8.44
35.164.159.45,443,443,true,PDX,North America,US,Portland,305,8.44
54.177.196.101,80,443,true,SJC,North America,US,San Jose,233,8.44
