IP地址,数据中心,地区,城市,网络延迟
104.17.93.191,SJC,北美洲,圣何塞,251 ms
104.25.122.185,IAD,北美洲,阿什本,251 ms
162.159.20.125,SJC,北美洲,圣何塞,252 ms
1.1.1.56,SJC,北美洲,圣何塞,252 ms
104.22.72.0,IAD,北美洲,阿什本,252 ms
162.159.25.189,SJC,北美洲,圣何塞,253 ms
1.0.0.80,SJC,北美洲,圣何塞,254 ms
104.18.63.15,SJC,北美洲,圣何塞,254 ms
104.19.220.42,SJC,北美洲,圣何塞,255 ms
104.19.213.131,SJC,北美洲,圣何塞,255 ms
104.25.17.98,IAD,北美洲,阿什本,256 ms
104.25.144.183,IAD,北美洲,阿什本,257 ms
104.16.85.63,SJC,北美洲,圣何塞,259 ms
162.159.160.165,CDG,欧洲,巴黎,259 ms
162.159.133.217,SJC,北美洲,圣何塞,259 ms
198.41.209.56,SJC,北美洲,圣何塞,260 ms
104.19.115.226,SJC,北美洲,圣何塞,260 ms
1.0.0.89,SJC,北美洲,圣何塞,260 ms
104.25.71.48,IAD,北美洲,阿什本,261 ms
104.17.116.181,SJC,北美洲,圣何塞,261 ms
46.254.92.105,SJC,北美洲,圣何塞,261 ms
1.1.1.38,SJC,北美洲,圣何塞,262 ms
104.19.57.158,SJC,北美洲,圣何塞,262 ms
104.19.111.51,SJC,北美洲,圣何塞,262 ms
104.17.179.239,SJC,北美洲,圣何塞,263 ms
104.25.30.186,IAD,北美洲,阿什本,263 ms
104.27.203.83,IAD,北美洲,阿什本,265 ms
104.20.8.252,IAD,北美洲,阿什本,266 ms
104.22.11.150,IAD,北美洲,阿什本,266 ms
1.1.1.179,SJC,北美洲,圣何塞,267 ms
104.19.146.161,SJC,北美洲,圣何塞,267 ms
104.20.145.250,IAD,北美洲,阿什本,268 ms
104.19.55.136,SJC,北美洲,圣何塞,269 ms
104.19.66.148,SJC,北美洲,圣何塞,269 ms
104.19.21.255,SJC,北美洲,圣何塞,269 ms
104.25.184.93,IAD,北美洲,阿什本,270 ms
104.20.43.47,IAD,北美洲,阿什本,271 ms
104.129.164.1,SJC,北美洲,圣何塞,271 ms
104.18.234.83,SJC,北美洲,圣何塞,271 ms
1.1.1.137,SJC,北美洲,圣何塞,272 ms
104.24.79.195,IAD,北美洲,阿什本,272 ms
162.159.249.34,LAX,北美洲,洛杉矶,272 ms
45.94.169.72,SJC,北美洲,圣何塞,272 ms
104.19.193.185,SJC,北美洲,圣何塞,272 ms
104.19.118.190,SJC,北美洲,圣何塞,273 ms
104.25.136.22,IAD,北美洲,阿什本,273 ms
1.1.1.103,SJC,北美洲,圣何塞,273 ms
1.0.0.189,SJC,北美洲,圣何塞,274 ms
104.26.6.16,IAD,北美洲,阿什本,274 ms
104.19.183.179,SJC,北美洲,圣何塞,275 ms
104.19.170.5,SJC,北美洲,圣何塞,275 ms
188.42.89.250,SJC,北美洲,圣何塞,275 ms
104.20.204.103,IAD,北美洲,阿什本,276 ms
104.19.2.98,SJC,北美洲,圣何塞,276 ms
104.16.70.17,SJC,北美洲,圣何塞,277 ms
104.16.109.147,SJC,北美洲,圣何塞,278 ms
172.67.115.6,IAD,北美洲,阿什本,278 ms
104.23.103.179,IAD,北美洲,阿什本,279 ms
104.20.241.178,IAD,北美洲,阿什本,279 ms
1.0.0.86,SJC,北美洲,圣何塞,281 ms
154.197.75.140,SJC,北美洲,圣何塞,281 ms
162.159.130.134,SJC,北美洲,圣何塞,282 ms
190.93.246.173,SJC,北美洲,圣何塞,282 ms
104.23.120.231,IAD,北美洲,阿什本,282 ms
104.18.65.220,SJC,北美洲,圣何塞,282 ms
1.0.0.177,SJC,北美洲,圣何塞,283 ms
104.19.169.88,SJC,北美洲,圣何塞,283 ms
162.159.244.83,LAX,北美洲,洛杉矶,285 ms
1.1.1.67,SJC,北美洲,圣何塞,285 ms
1.0.0.25,SJC,北美洲,圣何塞,285 ms
1.0.0.212,SJC,北美洲,圣何塞,285 ms
198.41.197.122,SJC,北美洲,圣何塞,287 ms
104.24.175.34,IAD,北美洲,阿什本,287 ms
104.25.58.183,IAD,北美洲,阿什本,287 ms
104.20.46.34,IAD,北美洲,阿什本,287 ms
104.18.171.110,SJC,北美洲,圣何塞,288 ms
104.25.177.229,IAD,北美洲,阿什本,290 ms
104.25.26.136,IAD,北美洲,阿什本,290 ms
104.20.102.91,IAD,北美洲,阿什本,292 ms
104.20.52.103,IAD,北美洲,阿什本,292 ms
104.16.101.168,SJC,北美洲,圣何塞,293 ms
1.0.0.224,SJC,北美洲,圣何塞,293 ms
104.24.195.217,IAD,北美洲,阿什本,293 ms
172.67.127.9,IAD,北美洲,阿什本,294 ms
1.0.0.181,SJC,北美洲,圣何塞,294 ms
1.0.0.247,SJC,北美洲,圣何塞,295 ms
108.162.192.151,SJC,北美洲,圣何塞,295 ms
162.159.241.60,LAX,北美洲,洛杉矶,295 ms
1.0.0.57,SJC,北美洲,圣何塞,296 ms
104.24.152.61,IAD,北美洲,阿什本,296 ms
1.0.0.76,SJC,北美洲,圣何塞,296 ms
1.0.0.36,SJC,北美洲,圣何塞,297 ms
104.25.247.86,IAD,北美洲,阿什本,297 ms
1.0.0.42,SJC,北美洲,圣何塞,297 ms
1.0.0.251,SJC,北美洲,圣何塞,297 ms
104.19.102.154,SJC,北美洲,圣何塞,298 ms
104.25.222.142,IAD,北美洲,阿什本,298 ms
104.20.167.227,IAD,北美洲,阿什本,299 ms
104.21.229.227,LAX,北美洲,洛杉矶,299 ms
1.0.0.228,SJC,北美洲,圣何塞,301 ms
103.21.244.2,SJC,北美洲,圣何塞,302 ms
104.25.156.66,IAD,北美洲,阿什本,302 ms
104.25.1.141,IAD,北美洲,阿什本,303 ms
1.0.0.14,SJC,北美洲,圣何塞,303 ms
104.19.162.128,SJC,北美洲,圣何塞,303 ms
1.0.0.100,SJC,北美洲,圣何塞,303 ms
1.0.0.100,SJC,北美洲,圣何塞,303 ms
104.25.106.147,IAD,北美洲,阿什本,303 ms
1.1.1.194,SJC,北美洲,圣何塞,303 ms
104.16.133.78,SJC,北美洲,圣何塞,303 ms
104.27.39.216,IAD,北美洲,阿什本,304 ms
1.0.0.24,SJC,北美洲,圣何塞,304 ms
104.25.221.146,IAD,北美洲,阿什本,304 ms
104.20.82.0,IAD,北美洲,阿什本,304 ms
1.0.0.122,SJC,北美洲,圣何塞,305 ms
1.0.0.144,SJC,北美洲,圣何塞,305 ms
104.19.48.94,SJC,北美洲,圣何塞,305 ms
162.159.2.243,SJC,北美洲,圣何塞,306 ms
104.16.158.101,SJC,北美洲,圣何塞,306 ms
104.24.30.193,IAD,北美洲,阿什本,306 ms
104.18.85.199,SJC,北美洲,圣何塞,306 ms
104.25.232.200,IAD,北美洲,阿什本,307 ms
5.10.244.137,SJC,北美洲,圣何塞,307 ms
104.20.229.5,IAD,北美洲,阿什本,309 ms
104.16.155.209,SJC,北美洲,圣何塞,309 ms
45.12.30.40,SJC,北美洲,圣何塞,309 ms
104.24.159.35,IAD,北美洲,阿什本,310 ms
104.25.69.179,IAD,北美洲,阿什本,310 ms
104.25.155.228,IAD,北美洲,阿什本,310 ms
104.23.99.38,IAD,北美洲,阿什本,311 ms
104.17.255.131,SJC,北美洲,圣何塞,311 ms
162.159.153.215,SJC,北美洲,圣何塞,311 ms
104.22.3.181,IAD,北美洲,阿什本,311 ms
104.20.246.166,IAD,北美洲,阿什本,311 ms
104.18.79.211,SJC,北美洲,圣何塞,311 ms
104.18.82.170,SJC,北美洲,圣何塞,312 ms
104.19.181.229,SJC,北美洲,圣何塞,312 ms
104.24.43.141,IAD,北美洲,阿什本,313 ms
104.24.51.161,IAD,北美洲,阿什本,313 ms
104.19.4.136,SJC,北美洲,圣何塞,313 ms
104.18.224.73,SJC,北美洲,圣何塞,313 ms
172.67.116.10,IAD,北美洲,阿什本,315 ms
1.1.1.166,SJC,北美洲,圣何塞,316 ms
89.47.57.253,SJC,北美洲,圣何塞,316 ms
104.27.121.195,IAD,北美洲,阿什本,316 ms
104.19.177.247,SJC,北美洲,圣何塞,317 ms
104.20.26.140,IAD,北美洲,阿什本,318 ms
104.27.93.27,IAD,北美洲,阿什本,318 ms
104.20.181.97,IAD,北美洲,阿什本,318 ms
104.18.219.146,SJC,北美洲,圣何塞,319 ms
104.19.131.204,LAX,北美洲,洛杉矶,320 ms
104.25.135.41,IAD,北美洲,阿什本,321 ms
104.17.222.156,SJC,北美洲,圣何塞,321 ms
1.1.1.152,SJC,北美洲,圣何塞,321 ms
104.25.178.146,IAD,北美洲,阿什本,322 ms
104.25.147.136,IAD,北美洲,阿什本,322 ms
1.1.1.86,SJC,北美洲,圣何塞,323 ms
104.16.154.228,SJC,北美洲,圣何塞,323 ms
104.24.20.254,IAD,北美洲,阿什本,323 ms
104.19.196.202,SJC,北美洲,圣何塞,324 ms
104.24.24.92,IAD,北美洲,阿什本,324 ms
104.18.102.50,SJC,北美洲,圣何塞,324 ms
104.16.25.107,SJC,北美洲,圣何塞,324 ms
104.27.44.54,IAD,北美洲,阿什本,324 ms
104.27.91.69,IAD,北美洲,阿什本,325 ms
104.18.45.107,SJC,北美洲,圣何塞,325 ms
104.22.71.238,IAD,北美洲,阿什本,325 ms
104.16.252.130,SJC,北美洲,圣何塞,326 ms
104.20.10.120,IAD,北美洲,阿什本,326 ms
104.19.148.196,SJC,北美洲,圣何塞,326 ms
104.18.105.102,SJC,北美洲,圣何塞,326 ms
104.16.242.166,SJC,北美洲,圣何塞,326 ms
104.19.35.246,SJC,北美洲,圣何塞,326 ms
159.112.235.221,SJC,北美洲,圣何塞,326 ms
104.19.200.42,SJC,北美洲,圣何塞,326 ms
172.64.234.20,SJC,北美洲,圣何塞,327 ms
1.1.1.2,SJC,北美洲,圣何塞,327 ms
104.25.140.235,IAD,北美洲,阿什本,327 ms
104.23.114.146,IAD,北美洲,阿什本,327 ms
104.25.130.173,IAD,北美洲,阿什本,327 ms
23.227.60.100,SJC,北美洲,圣何塞,328 ms
104.16.11.148,SJC,北美洲,圣何塞,328 ms
172.64.157.122,SJC,北美洲,圣何塞,328 ms
104.19.99.17,SJC,北美洲,圣何塞,328 ms
104.18.44.242,SJC,北美洲,圣何塞,329 ms
104.24.57.44,IAD,北美洲,阿什本,329 ms
1.1.1.191,SJC,北美洲,圣何塞,329 ms
104.18.43.254,SJC,北美洲,圣何塞,329 ms
104.21.238.227,LAX,北美洲,洛杉矶,329 ms
104.17.219.254,SJC,北美洲,圣何塞,330 ms
1.1.1.144,SJC,北美洲,圣何塞,330 ms
104.18.99.244,SJC,北美洲,圣何塞,330 ms
1.1.1.47,SJC,北美洲,圣何塞,330 ms
104.20.175.197,IAD,北美洲,阿什本,330 ms
104.24.210.117,IAD,北美洲,阿什本,331 ms
1.0.0.138,SJC,北美洲,圣何塞,331 ms
23.227.38.167,SJC,北美洲,圣何塞,331 ms
104.24.204.150,IAD,北美洲,阿什本,331 ms
104.17.204.72,SJC,北美洲,圣何塞,332 ms
162.159.33.127,SJC,北美洲,圣何塞,332 ms
159.246.55.228,SJC,北美洲,圣何塞,332 ms
104.25.84.149,IAD,北美洲,阿什本,332 ms
1.0.0.246,SJC,北美洲,圣何塞,332 ms
104.17.20.204,SJC,北美洲,圣何塞,332 ms
45.85.118.222,SJC,北美洲,圣何塞,333 ms
104.24.233.117,IAD,北美洲,阿什本,333 ms
1.1.1.51,SJC,北美洲,圣何塞,333 ms
104.20.202.32,IAD,北美洲,阿什本,334 ms
104.25.174.57,IAD,北美洲,阿什本,335 ms
104.24.138.115,IAD,北美洲,阿什本,335 ms
104.19.159.216,SJC,北美洲,圣何塞,335 ms
104.16.53.106,SJC,北美洲,圣何塞,335 ms
162.159.61.52,SJC,北美洲,圣何塞,335 ms
104.18.40.171,SJC,北美洲,圣何塞,336 ms
104.16.233.129,SJC,北美洲,圣何塞,336 ms
162.159.32.155,SJC,北美洲,圣何塞,336 ms
104.16.150.141,SJC,北美洲,圣何塞,336 ms
104.16.153.141,SJC,北美洲,圣何塞,337 ms
104.24.40.86,IAD,北美洲,阿什本,337 ms
1.0.0.119,SJC,北美洲,圣何塞,337 ms
104.16.164.1,SJC,北美洲,圣何塞,337 ms
89.116.161.18,SJC,北美洲,圣何塞,337 ms
188.42.88.250,SJC,北美洲,圣何塞,337 ms
1.1.1.141,SJC,北美洲,圣何塞,338 ms
104.22.9.65,IAD,北美洲,阿什本,338 ms
104.25.85.63,IAD,北美洲,阿什本,338 ms
104.17.229.148,SJC,北美洲,圣何塞,338 ms
104.16.134.34,SJC,北美洲,圣何塞,338 ms
1.0.0.2,SJC,北美洲,圣何塞,338 ms
1.0.0.229,SJC,北美洲,圣何塞,338 ms
104.16.162.62,SJC,北美洲,圣何塞,339 ms
104.17.21.167,SJC,北美洲,圣何塞,339 ms
45.131.6.228,SJC,北美洲,圣何塞,339 ms
104.24.209.111,IAD,北美洲,阿什本,339 ms
162.159.141.66,SJC,北美洲,圣何塞,339 ms
162.159.62.254,SJC,北美洲,圣何塞,339 ms
104.20.239.159,IAD,北美洲,阿什本,340 ms
172.65.217.191,CDG,欧洲,巴黎,340 ms
1.1.1.103,SJC,北美洲,圣何塞,340 ms
1.1.1.143,SJC,北美洲,圣何塞,340 ms
104.22.37.199,IAD,北美洲,阿什本,340 ms
162.159.40.93,SJC,北美洲,圣何塞,340 ms
104.19.210.148,SJC,北美洲,圣何塞,340 ms
104.18.87.76,SJC,北美洲,圣何塞,341 ms
104.19.114.138,SJC,北美洲,圣何塞,341 ms
104.17.33.16,SJC,北美洲,圣何塞,341 ms
104.20.182.176,IAD,北美洲,阿什本,341 ms
104.16.177.104,SJC,北美洲,圣何塞,341 ms
104.17.32.56,SJC,北美洲,圣何塞,342 ms
1.0.0.42,SJC,北美洲,圣何塞,342 ms
104.24.182.21,IAD,北美洲,阿什本,342 ms
104.18.14.191,SJC,北美洲,圣何塞,342 ms
104.24.226.19,IAD,北美洲,阿什本,342 ms
162.159.194.110,SJC,北美洲,圣何塞,343 ms
102.177.189.201,SJC,北美洲,圣何塞,343 ms
104.18.90.122,SJC,北美洲,圣何塞,343 ms
104.18.86.227,SJC,北美洲,圣何塞,343 ms
1.0.0.138,SJC,北美洲,圣何塞,343 ms
104.18.10.240,SJC,北美洲,圣何塞,343 ms
1.1.1.91,SJC,北美洲,圣何塞,343 ms
5.10.246.248,SJC,北美洲,圣何塞,344 ms
104.17.184.157,SJC,北美洲,圣何塞,344 ms
104.18.100.180,SJC,北美洲,圣何塞,344 ms
1.1.1.150,SJC,北美洲,圣何塞,344 ms
172.67.79.199,IAD,北美洲,阿什本,344 ms
172.64.50.150,SJC,北美洲,圣何塞,344 ms
104.17.53.24,SJC,北美洲,圣何塞,344 ms
104.27.62.238,IAD,北美洲,阿什本,345 ms
104.19.163.61,SJC,北美洲,圣何塞,345 ms
104.24.61.74,IAD,北美洲,阿什本,345 ms
104.18.94.50,SJC,北美洲,圣何塞,345 ms
1.0.0.71,SJC,北美洲,圣何塞,345 ms
162.159.16.162,SJC,北美洲,圣何塞,345 ms
1.1.1.7,SJC,北美洲,圣何塞,346 ms
104.17.99.179,SJC,北美洲,圣何塞,346 ms
172.64.42.42,SJC,北美洲,圣何塞,346 ms
104.27.43.157,IAD,北美洲,阿什本,346 ms
104.19.158.118,SJC,北美洲,圣何塞,346 ms
172.64.230.216,SJC,北美洲,圣何塞,346 ms
162.159.0.10,SJC,北美洲,圣何塞,346 ms
104.18.95.70,SJC,北美洲,圣何塞,346 ms
104.20.72.171,IAD,北美洲,阿什本,346 ms
1.1.1.12,SJC,北美洲,圣何塞,347 ms
162.159.137.153,SJC,北美洲,圣何塞,347 ms
104.20.51.175,IAD,北美洲,阿什本,347 ms
172.64.83.25,SJC,北美洲,圣何塞,347 ms
104.19.174.228,SJC,北美洲,圣何塞,347 ms
108.162.193.136,SJC,北美洲,圣何塞,347 ms
104.17.186.196,SJC,北美洲,圣何塞,347 ms
1.1.1.195,SJC,北美洲,圣何塞,347 ms
104.16.234.171,SJC,北美洲,圣何塞,347 ms
104.27.118.3,IAD,北美洲,阿什本,347 ms
104.23.98.224,IAD,北美洲,阿什本,348 ms
194.152.44.10,SJC,北美洲,圣何塞,348 ms
104.20.148.211,IAD,北美洲,阿什本,348 ms
104.20.130.197,IAD,北美洲,阿什本,348 ms
155.46.213.72,SJC,北美洲,圣何塞,348 ms
162.159.46.179,SJC,北美洲,圣何塞,348 ms
104.17.224.86,SJC,北美洲,圣何塞,349 ms
185.193.30.247,SJC,北美洲,圣何塞,349 ms
103.172.111.141,SJC,北美洲,圣何塞,349 ms
104.17.121.229,SJC,北美洲,圣何塞,349 ms
154.219.5.192,SJC,北美洲,圣何塞,349 ms
162.159.8.111,SJC,北美洲,圣何塞,349 ms
1.0.0.6,SJC,北美洲,圣何塞,349 ms
104.17.114.82,SJC,北美洲,圣何塞,349 ms
104.17.233.35,SJC,北美洲,圣何塞,349 ms
172.64.68.207,SJC,北美洲,圣何塞,350 ms
104.18.109.147,SJC,北美洲,圣何塞,350 ms
1.0.0.54,SJC,北美洲,圣何塞,350 ms
104.17.182.8,SJC,北美洲,圣何塞,350 ms
1.0.0.162,SJC,北美洲,圣何塞,350 ms
216.116.134.28,SJC,北美洲,圣何塞,350 ms
104.17.201.225,SJC,北美洲,圣何塞,350 ms
1.0.0.54,SJC,北美洲,圣何塞,350 ms
104.16.179.122,SJC,北美洲,圣何塞,350 ms
104.17.2.191,SJC,北美洲,圣何塞,350 ms
176.124.223.70,SJC,北美洲,圣何塞,350 ms
162.159.41.195,SJC,北美洲,圣何塞,350 ms
156.229.48.184,SJC,北美洲,圣何塞,350 ms
104.27.45.97,IAD,北美洲,阿什本,350 ms
104.19.172.66,SJC,北美洲,圣何塞,351 ms
104.16.188.73,SJC,北美洲,圣何塞,351 ms
104.19.149.139,SJC,北美洲,圣何塞,351 ms
1.1.1.14,SJC,北美洲,圣何塞,351 ms
104.25.139.116,IAD,北美洲,阿什本,351 ms
194.36.55.102,SJC,北美洲,圣何塞,351 ms
1.1.1.106,SJC,北美洲,圣何塞,351 ms
104.16.237.85,SJC,北美洲,圣何塞,351 ms
1.0.0.250,SJC,北美洲,圣何塞,352 ms
104.18.104.101,SJC,北美洲,圣何塞,352 ms
1.1.1.139,SJC,北美洲,圣何塞,352 ms
104.18.227.126,SJC,北美洲,圣何塞,352 ms
104.16.84.148,SJC,北美洲,圣何塞,352 ms
104.17.242.130,SJC,北美洲,圣何塞,352 ms
1.1.1.45,SJC,北美洲,圣何塞,352 ms
104.31.16.173,SJC,北美洲,圣何塞,352 ms
45.131.5.201,SJC,北美洲,圣何塞,352 ms
1.1.1.40,SJC,北美洲,圣何塞,352 ms
104.18.152.81,SJC,北美洲,圣何塞,353 ms
1.0.0.75,SJC,北美洲,圣何塞,353 ms
104.20.30.187,IAD,北美洲,阿什本,353 ms
104.20.236.174,IAD,北美洲,阿什本,353 ms
104.16.20.117,SJC,北美洲,圣何塞,353 ms
104.17.183.171,SJC,北美洲,圣何塞,353 ms
104.17.192.33,SJC,北美洲,圣何塞,353 ms
1.1.1.171,SJC,北美洲,圣何塞,353 ms
104.19.186.234,SJC,北美洲,圣何塞,353 ms
104.16.175.236,SJC,北美洲,圣何塞,353 ms
104.19.167.175,SJC,北美洲,圣何塞,354 ms
104.18.185.96,SJC,北美洲,圣何塞,354 ms
104.27.123.224,IAD,北美洲,阿什本,354 ms
1.0.0.6,SJC,北美洲,圣何塞,354 ms
173.245.59.118,SJC,北美洲,圣何塞,354 ms
104.16.236.47,SJC,北美洲,圣何塞,354 ms
104.16.73.244,SJC,北美洲,圣何塞,354 ms
104.16.191.167,SJC,北美洲,圣何塞,354 ms
104.23.96.14,IAD,北美洲,阿什本,354 ms
1.0.0.60,SJC,北美洲,圣何塞,354 ms
1.0.0.84,SJC,北美洲,圣何塞,355 ms
104.16.241.217,SJC,北美洲,圣何塞,355 ms
104.17.49.157,SJC,北美洲,圣何塞,355 ms
1.0.0.68,SJC,北美洲,圣何塞,355 ms
104.16.157.5,SJC,北美洲,圣何塞,355 ms
104.27.109.102,IAD,北美洲,阿什本,355 ms
1.0.0.125,SJC,北美洲,圣何塞,356 ms
185.251.82.202,SJC,北美洲,圣何塞,356 ms
104.18.9.163,SJC,北美洲,圣何塞,356 ms
104.26.14.39,IAD,北美洲,阿什本,356 ms
104.25.86.192,IAD,北美洲,阿什本,356 ms
156.252.2.181,SJC,北美洲,圣何塞,356 ms
104.17.39.142,SJC,北美洲,圣何塞,356 ms
104.17.221.69,SJC,北美洲,圣何塞,356 ms
1.0.0.180,SJC,北美洲,圣何塞,356 ms
104.19.189.176,SJC,北美洲,圣何塞,356 ms
104.17.18.28,SJC,北美洲,圣何塞,356 ms
1.0.0.140,SJC,北美洲,圣何塞,357 ms
162.159.22.188,SJC,北美洲,圣何塞,357 ms
104.17.173.70,SJC,北美洲,圣何塞,357 ms
104.16.135.54,SJC,北美洲,圣何塞,357 ms
104.16.165.68,SJC,北美洲,圣何塞,357 ms
104.19.234.224,SJC,北美洲,圣何塞,357 ms
104.18.181.149,SJC,北美洲,圣何塞,357 ms
213.241.198.143,SJC,北美洲,圣何塞,357 ms
104.19.236.247,SJC,北美洲,圣何塞,358 ms
1.0.0.31,SJC,北美洲,圣何塞,358 ms
1.1.1.157,SJC,北美洲,圣何塞,358 ms
199.181.197.161,SJC,北美洲,圣何塞,358 ms
104.16.111.39,SJC,北美洲,圣何塞,358 ms
104.24.73.163,IAD,北美洲,阿什本,358 ms
1.1.1.159,SJC,北美洲,圣何塞,358 ms
104.18.198.130,SJC,北美洲,圣何塞,358 ms
1.1.1.105,SJC,北美洲,圣何塞,358 ms
94.242.228.69,SJC,北美洲,圣何塞,358 ms
1.0.0.113,SJC,北美洲,圣何塞,358 ms
1.1.1.164,SJC,北美洲,圣何塞,359 ms
1.0.0.13,SJC,北美洲,圣何塞,359 ms
104.16.173.185,SJC,北美洲,圣何塞,359 ms
104.17.203.179,SJC,北美洲,圣何塞,359 ms
104.18.1.11,SJC,北美洲,圣何塞,359 ms
1.1.1.152,SJC,北美洲,圣何塞,359 ms
104.24.77.84,IAD,北美洲,阿什本,359 ms
1.1.1.205,SJC,北美洲,圣何塞,359 ms
104.17.23.102,SJC,北美洲,圣何塞,360 ms
104.24.145.35,IAD,北美洲,阿什本,360 ms
172.64.38.23,SJC,北美洲,圣何塞,360 ms
1.0.0.18,SJC,北美洲,圣何塞,360 ms
104.19.184.235,SJC,北美洲,圣何塞,360 ms
1.1.1.164,SJC,北美洲,圣何塞,360 ms
89.117.112.29,SJC,北美洲,圣何塞,361 ms
104.20.120.4,IAD,北美洲,阿什本,361 ms
1.0.0.192,SJC,北美洲,圣何塞,361 ms
104.17.189.50,SJC,北美洲,圣何塞,361 ms
104.17.166.101,SJC,北美洲,圣何塞,361 ms
198.41.222.221,SJC,北美洲,圣何塞,361 ms
104.17.7.210,SJC,北美洲,圣何塞,361 ms
104.16.248.63,SJC,北美洲,圣何塞,361 ms
1.0.0.215,SJC,北美洲,圣何塞,361 ms
104.22.70.176,IAD,北美洲,阿什本,361 ms
104.17.162.178,SJC,北美洲,圣何塞,361 ms
104.16.138.68,SJC,北美洲,圣何塞,361 ms
185.238.228.69,SJC,北美洲,圣何塞,361 ms
1.1.1.181,SJC,北美洲,圣何塞,361 ms
1.1.1.217,SJC,北美洲,圣何塞,362 ms
162.159.58.140,SJC,北美洲,圣何塞,362 ms
1.1.1.166,SJC,北美洲,圣何塞,362 ms
89.116.250.152,SJC,北美洲,圣何塞,362 ms
104.17.211.244,SJC,北美洲,圣何塞,362 ms
1.0.0.60,SJC,北美洲,圣何塞,362 ms
1.0.0.159,SJC,北美洲,圣何塞,362 ms
104.17.92.86,SJC,北美洲,圣何塞,362 ms
104.19.219.145,SJC,北美洲,圣何塞,362 ms
104.18.140.204,SJC,北美洲,圣何塞,362 ms
104.18.236.82,SJC,北美洲,圣何塞,362 ms
1.0.0.230,SJC,北美洲,圣何塞,362 ms
104.24.192.134,IAD,北美洲,阿什本,362 ms
104.18.205.109,SJC,北美洲,圣何塞,362 ms
104.20.39.205,IAD,北美洲,阿什本,362 ms
45.81.58.95,SJC,北美洲,圣何塞,362 ms
1.0.0.253,SJC,北美洲,圣何塞,362 ms
172.66.47.91,SJC,北美洲,圣何塞,362 ms
104.27.104.163,IAD,北美洲,阿什本,362 ms
104.17.210.86,SJC,北美洲,圣何塞,363 ms
185.159.247.204,SJC,北美洲,圣何塞,363 ms
1.0.0.11,SJC,北美洲,圣何塞,363 ms
104.19.175.108,SJC,北美洲,圣何塞,363 ms
104.17.167.200,SJC,北美洲,圣何塞,363 ms
1.1.1.98,SJC,北美洲,圣何塞,363 ms
162.159.9.211,SJC,北美洲,圣何塞,363 ms
104.19.230.217,SJC,北美洲,圣何塞,363 ms
104.16.255.148,SJC,北美洲,圣何塞,363 ms
1.0.0.132,SJC,北美洲,圣何塞,363 ms
104.18.197.194,SJC,北美洲,圣何塞,363 ms
172.64.34.189,SJC,北美洲,圣何塞,363 ms
1.0.0.185,SJC,北美洲,圣何塞,363 ms
104.18.0.115,SJC,北美洲,圣何塞,363 ms
1.1.1.243,SJC,北美洲,圣何塞,363 ms
104.16.31.149,SJC,北美洲,圣何塞,363 ms
104.17.250.63,SJC,北美洲,圣何塞,364 ms
1.1.1.146,SJC,北美洲,圣何塞,364 ms
1.1.1.79,SJC,北美洲,圣何塞,364 ms
1.0.0.76,SJC,北美洲,圣何塞,364 ms
1.1.1.176,SJC,北美洲,圣何塞,364 ms
1.1.1.146,SJC,北美洲,圣何塞,364 ms
104.17.8.95,SJC,北美洲,圣何塞,364 ms
162.159.250.236,LAX,北美洲,洛杉矶,364 ms
104.16.195.10,SJC,北美洲,圣何塞,364 ms
1.0.0.29,SJC,北美洲,圣何塞,364 ms
104.16.204.168,SJC,北美洲,圣何塞,364 ms
104.27.38.170,IAD,北美洲,阿什本,364 ms
104.16.90.35,SJC,北美洲,圣何塞,365 ms
104.20.234.229,IAD,北美洲,阿什本,365 ms
104.16.229.132,SJC,北美洲,圣何塞,365 ms
104.17.81.222,SJC,北美洲,圣何塞,365 ms
104.18.247.169,SJC,北美洲,圣何塞,365 ms
104.18.174.100,SJC,北美洲,圣何塞,365 ms
104.17.1.105,SJC,北美洲,圣何塞,365 ms
205.233.181.118,SJC,北美洲,圣何塞,365 ms
104.16.2.14,SJC,北美洲,圣何塞,365 ms
198.202.211.218,SJC,北美洲,圣何塞,365 ms
1.0.0.183,SJC,北美洲,圣何塞,365 ms
1.1.1.89,SJC,北美洲,圣何塞,365 ms
1.1.1.208,SJC,北美洲,圣何塞,365 ms
167.68.11.166,SJC,北美洲,圣何塞,365 ms
194.113.223.217,SJC,北美洲,圣何塞,365 ms
104.17.94.190,SJC,北美洲,圣何塞,365 ms
1.1.1.163,SJC,北美洲,圣何塞,365 ms
162.159.6.18,SJC,北美洲,圣何塞,366 ms
1.0.0.126,SJC,北美洲,圣何塞,366 ms
104.16.69.130,SJC,北美洲,圣何塞,366 ms
194.59.5.34,SJC,北美洲,圣何塞,366 ms
104.18.246.228,SJC,北美洲,圣何塞,366 ms
45.131.209.117,SJC,北美洲,圣何塞,366 ms
104.24.81.126,IAD,北美洲,阿什本,366 ms
104.17.40.131,SJC,北美洲,圣何塞,366 ms
1.1.1.117,SJC,北美洲,圣何塞,366 ms
162.159.11.164,SJC,北美洲,圣何塞,367 ms
104.17.82.200,SJC,北美洲,圣何塞,367 ms
104.16.76.78,SJC,北美洲,圣何塞,367 ms
1.0.0.235,SJC,北美洲,圣何塞,367 ms
1.1.1.214,SJC,北美洲,圣何塞,367 ms
104.19.214.195,SJC,北美洲,圣何塞,367 ms
104.17.25.145,SJC,北美洲,圣何塞,367 ms
